Column,Spearman Correlation,Spearman p-value,Pearson Correlation,Pearson p-value
cna_MRPL20-AS1,0.064258496,0.035582567,0.063459937,0.037940716
cna_LOC729737,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIB2,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR200A,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR200B,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR4251,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR429,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR6723,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR6726,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR6727,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR6808,0.064258496,0.035582567,0.063459937,0.037940716
cna_MIR6859-1|chr1,0.064258496,0.035582567,0.063459937,0.037940716
cna_MMEL1,0.064258496,0.035582567,0.063459937,0.037940716
cna_MMP23A,0.064258496,0.035582567,0.063459937,0.037940716
cna_MMP23B,0.064258496,0.035582567,0.063459937,0.037940716
cna_MORN1,0.064258496,0.035582567,0.063459937,0.037940716
cna_MRPL20,0.064258496,0.035582567,0.063459937,0.037940716
cna_MXRA8,0.064258496,0.035582567,0.063459937,0.037940716
cna_NADK,0.064258496,0.035582567,0.063459937,0.037940716
cna_NOC2L,0.064258496,0.035582567,0.063459937,0.037940716
cna_OR4F16,0.064258496,0.035582567,0.063459937,0.037940716
cna_OR4F29,0.064258496,0.035582567,0.063459937,0.037940716
cna_OR4F5,0.064258496,0.035582567,0.063459937,0.037940716
cna_PANK4,0.064258496,0.035582567,0.063459937,0.037940716
cna_PERM1,0.064258496,0.035582567,0.063459937,0.037940716
cna_PEX10,0.064258496,0.035582567,0.063459937,0.037940716
cna_PLCH2,0.064258496,0.035582567,0.063459937,0.037940716
cna_PLEKHN1,0.064258496,0.035582567,0.063459937,0.037940716
cna_PRDM16,0.063537297,0.037706609,0.063008785,0.03933072
cna_PRKCZ,0.064258496,0.035582567,0.063459937,0.037940716
cna_PUSL1,0.064258496,0.035582567,0.063459937,0.037940716
cna_RER1,0.064258496,0.035582567,0.063459937,0.037940716
cna_RNF223,0.064258496,0.035582567,0.063459937,0.037940716
cna_LINC01342,0.064258496,0.035582567,0.063459937,0.037940716
cna_RP4-669L17.10|chr1,0.064258496,0.035582567,0.063459937,0.037940716
cna_SAMD11,0.064258496,0.035582567,0.063459937,0.037940716
cna_SCNN1D,0.064258496,0.035582567,0.063459937,0.037940716
cna_SDF4,0.064258496,0.035582567,0.063459937,0.037940716
cna_SKI,0.064258496,0.035582567,0.063459937,0.037940716
cna_SLC35E2B,0.064258496,0.035582567,0.063459937,0.037940716
cna_SLC35E2,0.064258496,0.035582567,0.063459937,0.037940716
cna_SSU72,0.064258496,0.035582567,0.063459937,0.037940716
cna_TAS1R3,0.064258496,0.035582567,0.063459937,0.037940716
cna_TMEM240,0.064258496,0.035582567,0.063459937,0.037940716
cna_TMEM52,0.064258496,0.035582567,0.063459937,0.037940716
cna_TMEM88B,0.064258496,0.035582567,0.063459937,0.037940716
cna_TNFRSF14,0.064258496,0.035582567,0.063459937,0.037940716
cna_TNFRSF18,0.064258496,0.035582567,0.063459937,0.037940716
cna_TNFRSF4,0.064258496,0.035582567,0.063459937,0.037940716
cna_TTC34,0.064258496,0.035582567,0.063459937,0.037940716
cna_TTLL10,0.064258496,0.035582567,0.063459937,0.037940716
cna_UBE2J2,0.064258496,0.035582567,0.063459937,0.037940716
cna_VWA1,0.064258496,0.035582567,0.063459937,0.037940716
cna_WASH7P,0.064258496,0.035582567,0.063459937,0.037940716
cna_ARHGEF16,0.064218924,0.035696409,0.065377919,0.032487866
cna_MEGF6,0.061404188,0.044629389,0.064235651,0.035648251
cna_TPRG1L,0.060018326,0.049678076,0.061508903,0.044266141
cna_WRAP73,0.060018326,0.049678076,0.061508903,0.044266141
cna_TP73,0.060009359,0.049712241,0.060941046,0.046266248
cna_TP73-AS1,0.065465313,0.032256258,0.066173689,0.030430555
cna_CCDC27,0.065465313,0.032256258,0.066173689,0.030430555
cna_SMIM1,0.065465313,0.032256258,0.066173689,0.030430555
cna_LRRC47,0.064778993,0.034113708,0.06628663,0.030147823
cna_CEP104,0.065660009,0.03174536,0.068349391,0.025366931
cna_DFFB,0.066408767,0.029844609,0.067968805,0.026196224
cna_C1orf174,0.066196526,0.030373203,0.065092915,0.033253079
cna_LINC01134,0.063676699,0.037287848,0.063308564,0.038402371
cna_LINC01346,0.063676699,0.037287848,0.063308564,0.038402371
cna_FLJ37453,0.064287458,0.03549944,0.06103039,0.045946611
cna_ZBTB17,0.070504169,0.021086809,0.070385653,0.021304747
cna_C1orf64,0.075624905,0.013345723,0.072773034,0.017273071
cna_HSPB7,0.074145447,0.015271919,0.072190744,0.018189258
cna_CLCNKA,0.074145447,0.015271919,0.072190744,0.018189258
cna_CLCNKB,0.074145447,0.015271919,0.072190744,0.018189258
cna_FAM131C,0.074145447,0.015271919,0.072190744,0.018189258
cna_EPHA2,0.06839557,0.025267865,0.064095357,0.036053898
cna_ARHGEF19,0.064012576,0.036295091,0.06074416,0.046977227
cna_RSG1,0.067452091,0.027359525,0.074355241,0.014984695
cna_FBXO42,0.062795668,0.040002206,0.067887017,0.026377464
cna_SZRD1,0.063642718,0.03738956,0.062446608,0.041122996
cna_SPATA21,0.063642718,0.03738956,0.062446608,0.041122996
cna_NECAP2,0.067388799,0.027505032,0.065832902,0.031297495
cna_CROCCP3,0.066658308,0.029233239,0.063681631,0.037273104
cna_ATP13A2,0.066644468,0.029266861,0.06341606,0.038074042
cna_CROCCP2,0.066658308,0.029233239,0.063681631,0.037273104
cna_CROCC,0.066658308,0.029233239,0.063681631,0.037273104
cna_ESPNP,0.066658308,0.029233239,0.063681631,0.037273104
cna_FAM231AP,0.066658308,0.029233239,0.063681631,0.037273104
cna_MFAP2,0.066658308,0.029233239,0.063681631,0.037273104
cna_MIR3675,0.066658308,0.029233239,0.063681631,0.037273104
cna_MST1L,0.066658308,0.029233239,0.063681631,0.037273104
cna_MST1P2,0.066658308,0.029233239,0.063681631,0.037273104
cna_NBPF1,0.066658308,0.029233239,0.063681631,0.037273104
cna_IGSF21,0.065462217,0.032264438,0.065341945,0.032583616
cna_MSH4,0.060820018,0.046702215,0.088008417,0.003963434
cna_FAM73A,0.060842737,0.046620111,0.08761394,0.00412953
cna_NEXN-AS1,0.060842737,0.046620111,0.08761394,0.00412953
cna_NEXN,0.061067341,0.045814958,0.087223394,0.004300161
cna_LPHN2,0.069752825,0.022501906,0.093159982,0.002285242
cna_COL24A1,0.061213232,0.045298264,0.07524667,0.013816586
cna_MIR7856,0.061342523,0.044844472,0.079483465,0.009293915
cna_HAO2-IT1,0.064614711,0.034571625,0.078486557,0.010219152
cna_HAO2,0.060719351,0.047067463,0.076278206,0.012565722
cna_HSD3B2,0.062487008,0.040991932,0.075681097,0.013276993
cna_HSD3B1,0.0615743,0.04404055,0.076215077,0.012639295
cna_HSD3BP4,0.060212089,0.048944655,0.073593801,0.016050382
cna_LINC00622,0.060212089,0.048944655,0.073593801,0.016050382
cna_ZNF697,0.060672656,0.047237698,0.074857144,0.014316754
cna_ADAM30,0.061805043,0.043252313,0.074712086,0.014507053
cna_CKAP2L,0.062964836,0.039468405,0.065499203,0.032166826
cna_IL1A,0.062964836,0.039468405,0.065499203,0.032166826
cna_IL1B,0.062651225,0.040462817,0.063363886,0.038233101
cna_PAX8,0.060194035,0.049012606,0.061335639,0.044868539
cna_SLC35F5,0.064671641,0.03441235,0.067575893,0.027076823
cna_MIR4782,0.064671641,0.03441235,0.067575893,0.027076823
cna_AC104653.1,0.065081402,0.033284311,0.070870726,0.020424986
cna_ACTR3,0.065081402,0.033284311,0.070870726,0.020424986
cna_LINC02992,0.065398314,0.03243369,0.073000691,0.016926013
cna_LINC01191,0.065398314,0.03243369,0.073000691,0.016926013
cna_DPP10,0.065340046,0.032588676,0.067285461,0.027744035
cna_DDX18,0.063180481,0.038796716,0.061779572,0.043338737
cna_CCDC93,0.063579359,0.037579837,0.060855045,0.046575685
cna_INSIG2,0.063395269,0.03813736,0.06024603,0.048817122
cna_LOC101927709,0.060789499,0.046812691,0.062016217,0.042541394
cna_C1QL2,0.061006686,0.046031232,0.064644174,0.034489118
cna_C2orf76,0.062776438,0.040063272,0.068153211,0.025791527
cna_DBI,0.062776438,0.040063272,0.068153211,0.025791527
cna_TMEM37,0.060798064,0.046781665,0.066245468,0.030250604
cna_SCTR,0.06455538,0.034738286,0.068651429,0.024725031
cna_PCDP1,0.064389752,0.035207169,0.067874202,0.02640596
cna_TMEM177,0.062208218,0.041903612,0.066650197,0.029252939
cna_EPB41L5,0.065744408,0.031526051,0.067439749,0.027387847
cna_TMEM185B,0.063906113,0.036607302,0.065849922,0.031253703
cna_RALB,0.063906113,0.036607302,0.065849922,0.031253703
cna_INHBB,0.069114989,0.0237672,0.070451938,0.021182616
cna_LINC01101,0.061447392,0.044479213,0.065045838,0.033380949
cna_GLI2,0.066771591,0.028959267,0.065918398,0.031078035
cna_TFCP2L1,0.072403061,0.017850386,0.070391332,0.021294259
cna_CLASP1,0.066995732,0.02842369,0.065739061,0.031539906
cna_RNU4ATAC,0.071208155,0.019831818,0.067872562,0.026409609
cna_NIFK-AS1,0.074609681,0.014642733,0.071704445,0.018986694
cna_NIFK,0.07284929,0.017156133,0.069736428,0.022533685
cna_TSN,0.07284929,0.017156133,0.069736428,0.022533685
cna_CNTNAP5,0.088861953,0.003624599,0.089048106,0.003554288
cna_GYPC,0.077601185,0.011108599,0.081394276,0.007726691
cna_BIN1,0.086445338,0.004659253,0.088853802,0.003627706
cna_CYP27C1,0.086445338,0.004659253,0.088853802,0.003627706
cna_ERCC3,0.086445338,0.004659253,0.088853802,0.003627706
cna_MAP3K2,0.086445338,0.004659253,0.088853802,0.003627706
cna_MIR4783,0.086445338,0.004659253,0.088853802,0.003627706
cna_PROC,0.086445338,0.004659253,0.088853802,0.003627706
cna_IWS1,0.086445338,0.004659253,0.088853802,0.003627706
cna_MYO7B,0.08661447,0.004578964,0.08947347,0.003398254
cna_LIMS2,0.081695573,0.00750243,0.086795902,0.00449423
cna_GPR17,0.081695573,0.00750243,0.086795902,0.00449423
cna_SFT2D3,0.081695573,0.00750243,0.086795902,0.00449423
cna_WDR33,0.081695573,0.00750243,0.086795902,0.00449423
cna_POLR2D,0.081695573,0.00750243,0.086795902,0.00449423
cna_AMMECR1L,0.082758793,0.006756895,0.087084944,0.004362166
cna_SAP130,0.078886656,0.009838408,0.083733721,0.006132447
cna_UGGT1,0.080826835,0.008165393,0.085134276,0.005326086
cna_HS6ST1,0.088170669,0.003896892,0.089487817,0.003393102
cna_LOC101927881,0.079584984,0.009204015,0.08294486,0.006633486
cna_LINC01856,0.089105528,0.003532851,0.090436758,0.003067665
cna_PLAC9P1,0.089105528,0.003532851,0.090436758,0.003067665
cna_RAB6C-AS1,0.089105528,0.003532851,0.090436758,0.003067665
cna_RAB6C,0.089105528,0.003532851,0.090436758,0.003067665
cna_CCDC115,0.089105528,0.003532851,0.090436758,0.003067665
cna_CCDC74B,0.089105528,0.003532851,0.090436758,0.003067665
cna_CYP4F62P,0.089105528,0.003532851,0.090436758,0.003067665
cna_FAR2P1,0.089105528,0.003532851,0.090436758,0.003067665
cna_FAR2P2,0.089105528,0.003532851,0.090436758,0.003067665
cna_IMP4,0.089105528,0.003532851,0.090436758,0.003067665
cna_MED15P9,0.089105528,0.003532851,0.090436758,0.003067665
cna_MZT2B,0.089105528,0.003532851,0.090436758,0.003067665
cna_POTEF,0.089105528,0.003532851,0.090436758,0.003067665
cna_PTPN18,0.089105528,0.003532851,0.090436758,0.003067665
cna_SMPD4,0.089105528,0.003532851,0.090436758,0.003067665
cna_TUBA3E,0.089105528,0.003532851,0.090436758,0.003067665
cna_CFC1B,0.093528597,0.002194675,0.092218827,0.0025322
cna_CFC1,0.093528597,0.002194675,0.092218827,0.0025322
cna_CYP4F30P,0.093528597,0.002194675,0.092218827,0.0025322
cna_PRSS40B,0.093528597,0.002194675,0.092218827,0.0025322
cna_POTEI,0.093528597,0.002194675,0.092218827,0.0025322
cna_POTEJ,0.093528597,0.002194675,0.092218827,0.0025322
cna_TISP43,0.093528597,0.002194675,0.092218827,0.0025322
cna_GPR148,0.094336191,0.002007627,0.093846907,0.002119124
cna_AMER3,0.09030296,0.00311176,0.091933234,0.002611823
cna_ARHGEF4,0.086446396,0.004658746,0.088768337,0.003660433
cna_FAM168B,0.088278693,0.003853154,0.090172518,0.003155304
cna_PLEKHB2,0.088278693,0.003853154,0.090172518,0.003155304
cna_LINC01120,0.094394414,0.001994723,0.094391475,0.001995373
cna_LOC150776,0.094394414,0.001994723,0.094391475,0.001995373
cna_NOC2LP2,0.094394414,0.001994723,0.094391475,0.001995373
cna_LOC440910,0.094394414,0.001994723,0.094391475,0.001995373
cna_MIR4784,0.094394414,0.001994723,0.094391475,0.001995373
cna_MZT2A,0.094394414,0.001994723,0.094391475,0.001995373
cna_POTEE,0.094394414,0.001994723,0.094391475,0.001995373
cna_RNU6-81P,0.094101416,0.002060438,0.091857642,0.002633278
cna_TUBA3D,0.094394414,0.001994723,0.094391475,0.001995373
cna_WTH3DI,0.094394414,0.001994723,0.094391475,0.001995373
cna_CCDC74A,0.093485579,0.002205072,0.090350653,0.003095976
cna_POTEKP,0.093601322,0.0021772,0.090848084,0.002935645
cna_LINC01087,0.093207421,0.002273398,0.091224743,0.002819316
cna_C2orf27A,0.094048504,0.002072515,0.090528784,0.003037667
cna_C2orf27B,0.094048504,0.002072515,0.090528784,0.003037667
cna_ANKRD30BL,0.091078067,0.002864107,0.08781979,0.004042085
cna_GPR39,0.09210258,0.002564338,0.088649858,0.003706246
cna_MIR663B,0.091078067,0.002864107,0.08781979,0.004042085
cna_LYPD1,0.093328753,0.00224336,0.092573457,0.002436417
cna_NCKAP5,0.08607235,0.004840829,0.084587423,0.005628804
cna_MIR7853,0.085522007,0.005120432,0.084050724,0.005940884
cna_NCKAP5-AS2,0.097651449,0.001383004,0.097796508,0.001360282
cna_MIR3679,0.090846791,0.002936052,0.090582258,0.003020359
cna_MGAT5,0.093761463,0.002139167,0.098931382,0.001194043
cna_TMEM163,0.090566795,0.003025355,0.084326028,0.005778906
cna_ACMSD,0.085935367,0.004909103,0.076580042,0.012219165
cna_CCNT2-AS1,0.085935367,0.004909103,0.076580042,0.012219165
cna_CCNT2,0.083693851,0.00615693,0.074978851,0.014158791
cna_MAP3K19,0.088080548,0.003933726,0.078966692,0.009763778
cna_RAB3GAP1,0.082753419,0.00676049,0.076221357,0.012631958
cna_ZRANB3,0.080795342,0.00819038,0.074701375,0.014521192
cna_R3HDM1,0.07973535,0.009072284,0.073465651,0.016236133
cna_MIR128-1,0.083934397,0.006010545,0.077414264,0.011304933
cna_UBXN4,0.07580995,0.013120566,0.069142741,0.023710891
cna_LCT,0.079919586,0.008913173,0.071729249,0.018945294
cna_LOC100507600,0.078726708,0.009989078,0.072035486,0.018440608
cna_MCM6,0.078726708,0.009989078,0.072035486,0.018440608
cna_DARS,0.077919227,0.010781486,0.070973238,0.020243166
cna_DARS1-AS1,0.072927427,0.017037029,0.067839543,0.026483159
cna_CXCR4,0.075995788,0.012897826,0.06979487,0.022420593
cna_THSD7B,0.086448578,0.004657703,0.075069484,0.014042158
cna_HNMT,0.086555802,0.004606671,0.075237574,0.013828087
cna_SPOPL,0.073880989,0.015640871,0.065619128,0.031852057
cna_NXPH2,0.081622584,0.007556216,0.071669917,0.019044456
cna_YY1P2,0.080609829,0.008338963,0.078283597,0.010417257
cna_KYNU,0.070732515,0.020672371,0.065514975,0.032125276
cna_ARHGAP15,0.075906292,0.013004673,0.066884384,0.028688678
cna_AC016910.1,0.078578485,0.010130531,0.072935982,0.017024033
cna_GTDC1,0.073395034,0.016339295,0.075293907,0.013756991
cna_ZEB2,0.074694652,0.014530073,0.072266837,0.018067168
cna_LINC01412,0.074247965,0.015130965,0.071537291,0.019267758
cna_ZEB2-AS1,0.074694652,0.014530073,0.072266837,0.018067168
cna_TEX41,0.075768323,0.013170922,0.071608749,0.019147163
cna_PABPC1P2,0.073122457,0.016742906,0.063230029,0.038643761
cna_ACVR2A,0.063472251,0.037903368,0.060651601,0.047314626
cna_KIF5C,0.065982774,0.030913658,0.061323414,0.044911301
cna_LYPD6,0.07626079,0.012585982,0.066526075,0.029555852
cna_MMADHC,0.072012483,0.018478105,0.060840518,0.046628128
cna_FMNL2,0.072742173,0.017320594,0.059939752,0.049978104
cna_GALNT13,0.083696855,0.006155083,0.079688399,0.009113235
cna_GALNT13-AS1,0.080537866,0.008397246,0.07716597,0.011570484
cna_KCNJ3,0.08251062,0.006924703,0.081080151,0.007966869
cna_LINC01876,0.097625222,0.001387149,0.095303916,0.001802779
cna_NR4A2,0.095365338,0.001790449,0.090527513,0.00303808
cna_GPD2,0.08577564,0.004989811,0.078505651,0.010200688
cna_GALNT5,0.081595215,0.007576472,0.076829876,0.011938738
cna_ERMN,0.082581164,0.006876627,0.076845365,0.011921542
cna_CYTIP,0.085011814,0.005392571,0.078794448,0.009925019
cna_ACVR1C,0.08670046,0.004538626,0.080510995,0.008419102
cna_ACVR1,0.082959554,0.006623826,0.075721956,0.013227213
cna_UPP2,0.081322292,0.00778115,0.07501927,0.014106672
cna_CCDC148-AS1,0.080253354,0.00863125,0.074706117,0.01451493
cna_CCDC148,0.075009697,0.014119001,0.072484768,0.017721456
cna_PKP4,0.069478817,0.023038117,0.065146915,0.033106922
cna_DAPL1,0.068885955,0.024236347,0.066743757,0.029026378
cna_TANC1,0.072391146,0.017869256,0.073666653,0.015945619
cna_MIR6888,0.077024966,0.011723738,0.076042855,0.012841946
cna_WDSUB1,0.082218357,0.00712711,0.083424111,0.006324888
cna_BAZ2B,0.079853342,0.008970094,0.08024697,0.008636567
cna_BAZ2B-AS1,0.083495394,0.006280106,0.082855129,0.006692745
cna_2024-03-07 00:00:00,0.078401275,0.010301982,0.078431173,0.010272876
cna_CD302,0.078401275,0.010301982,0.078431173,0.010272876
cna_LY75-CD302,0.078401275,0.010301982,0.078431173,0.010272876
cna_LY75,0.077754873,0.010949444,0.078314654,0.010386723
cna_PLA2R1,0.077558997,0.011152645,0.07445699,0.014847113
cna_ITGB6,0.080064427,0.008789838,0.071825006,0.018786203
cna_LINC02478,0.083431658,0.006320133,0.073946087,0.015549332
cna_RBMS1,0.087673796,0.004103929,0.079136195,0.009607383
cna_MIR4785,0.078033146,0.010666415,0.070003179,0.022021489
cna_TANK,0.076158237,0.012705862,0.073144286,0.016710263
cna_PSMD14-DT,0.077349534,0.011373636,0.074327174,0.015022844
cna_LINC01806,0.077349534,0.011373636,0.074327174,0.015022844
cna_PSMD14,0.074216461,0.015174158,0.069599663,0.022800281
cna_TBR1,0.076528275,0.012277994,0.071198408,0.01984874
cna_AHCTF1P1,0.078959223,0.009770721,0.07609303,0.012782611
cna_SLC4A10,0.08222327,0.007123664,0.07949324,0.009285225
cna_DPP4,0.079673235,0.009126496,0.077318214,0.011407011
cna_AC007750.5,0.075753288,0.013189152,0.069546962,0.022903737
cna_GCG,0.0759824,0.01291376,0.071295084,0.019681462
cna_FAP,0.0759824,0.01291376,0.071295084,0.019681462
cna_IFIH1,0.0759824,0.01291376,0.071295084,0.019681462
cna_GCA,0.0759824,0.01291376,0.071295084,0.019681462
cna_KCNH7,0.072369814,0.017903084,0.064291796,0.035487004
cna_KCNH7-AS1,0.073782863,0.015779748,0.064787875,0.034089099
cna_FIGN,0.073881841,0.015639669,0.067773744,0.026630259
cna_GRB14,0.077628609,0.01108005,0.071110448,0.020002014
cna_COBLL1,0.082802612,0.006727648,0.077437675,0.011280175
cna_SNORA70F,0.082857075,0.006691455,0.077288098,0.011439185
cna_AC019181.2,0.086034316,0.004859699,0.079833654,0.008987074
cna_SLC38A11,0.085096155,0.005346702,0.078715005,0.010000182
cna_SCN3A,0.083461018,0.006301666,0.076779783,0.011994504
cna_SCN2A,0.081920953,0.007338506,0.076244147,0.012605369
cna_CSRNP3,0.083085238,0.006541723,0.07736928,0.011352638
cna_GALNT3,0.086137283,0.004808766,0.078841334,0.009880895
cna_LOC100506124,0.085504192,0.005129722,0.078579558,0.0101295
cna_TTC21B,0.085119852,0.005333878,0.07712724,0.011612402
cna_TTC21B-AS1,0.084891666,0.005458526,0.075341185,0.013697571
cna_LOC102724058,0.079363234,0.009401396,0.067871392,0.026412211
cna_SCN1A,0.07612415,0.012745932,0.064899329,0.033781583
cna_SCN1A-AS1,0.079177143,0.009569937,0.069133729,0.023729164
cna_SCN9A,0.078046714,0.010652782,0.067628709,0.026956986
cna_SCN7A,0.080626788,0.008325281,0.066699316,0.029133806
cna_XIRP2,0.074130824,0.015292118,0.06203177,0.042489429
cna_XIRP2-AS1,0.081492975,0.007652575,0.068385617,0.025289189
cna_B3GALT1,0.085806714,0.004974016,0.072900113,0.017078581
cna_STK39,0.081505892,0.007642923,0.068713977,0.024593874
cna_CERS6,0.075138512,0.013953896,0.067009052,0.028392133
cna_MIR4774,0.081754241,0.007459447,0.071653207,0.019072465
cna_CERS6-AS1,0.074044258,0.015412177,0.066677771,0.029186009
cna_NOSTRIN,0.071283615,0.019701241,0.06505425,0.033358068
cna_SPC25,0.071283615,0.019701241,0.06505425,0.033358068
cna_G6PC2,0.068914737,0.024176954,0.063491013,0.037846525
cna_ABCB11,0.07045651,0.021174215,0.062222652,0.041855992
cna_BBS5,0.066915339,0.028614798,0.062119962,0.042195767
cna_KLHL41,0.066915339,0.028614798,0.062119962,0.042195767
cna_FASTKD1,0.068377397,0.02530681,0.063170954,0.038826183
cna_PHOSPHO2-KLHL23,0.069955153,0.022112952,0.069784332,0.022440949
cna_PHOSPHO2,0.067406755,0.027463684,0.061157794,0.045494028
cna_KLHL23,0.069955153,0.022112952,0.069784332,0.022440949
cna_SSB,0.069512303,0.022971997,0.071785062,0.018852424
cna_METTL5,0.069512303,0.022971997,0.071785062,0.018852424
cna_UBR3,0.069408195,0.0231781,0.076446213,0.012371766
cna_MYO3B,0.075138886,0.01395342,0.078956329,0.009773413
cna_MYO3B-AS1,0.074187434,0.015214051,0.080563949,0.00837608
cna_ERICH2-DT,0.075666428,0.013294905,0.076966538,0.011787766
cna_LINC01124,0.078721918,0.009993621,0.081226437,0.007854201
cna_SP5,0.078721918,0.009993621,0.081226437,0.007854201
cna_ERICH2,0.078721918,0.009993621,0.081226437,0.007854201
cna_GAD1,0.075341493,0.013697186,0.0791503,0.009594469
cna_GORASP2,0.07172855,0.01894646,0.077775977,0.010927748
cna_TLK1,0.066860993,0.028744613,0.07408727,0.015352419
cna_METTL8,0.069712905,0.022579346,0.075596299,0.013380834
